ICAOIATAKEY,ICAOCODE,IATACODE,DESCRIPTION,LAT,LON
2460,FQTT,TET,TETE CHINGOZI,-16.104817,33.640181
740,OIBJ,TEW,TOHID,,
375,BITE,TEY,THINGEYRI,,
3330,SBTF,TFF,TEFE,-3.382944,-64.724056
2082,GCXO,TFN,TENERIFE NORTE LOS RODEO,28.482653,-16.341536
2081,GCTS,TFS,TENERIFE SOUTH,28.044475,-16.572489
3258,WSAT,TGA,TENGAH,1.387258,103.708719
3219,LYPG,TGD,PODGORICA,42.359392,19.251894
3254,WMKN,TGG,KUALA TRENGGANU,5.382639,103.10336
3486,LRTM,TGM,TIRGU MURES,46.467714,24.412525
1764,DAUK,TGR,TOUGGOURT,33.067803,6.088672
1135,HTTG,TGT,TANGA,-5.092358,39.071158
3552,MHTG,TGU,TEGUCIGALPA,14.060883,-87.217197
3238,MMTG,TGZ,TUXTLA GUTIERREZ,16.561822,-93.026081
3329,SBTE,THE,TERESINA,-5.059942,-42.823478
2156,EDDI,THF,BERLIN TEMPELHOF,52.473025,13.403944
2334,YTNG,THG,THANGOOL,-24.493889,150.576111
647,GQNC,THI,TICHIT,,
2674,VYTL,THL,TACHILEK,20.483831,99.935353
3746,ESGT,THN,TROLLHATTAN-VANERSBORG,58.318056,12.345
376,BITN,THO,THORSHOFN,66.2185,-15.3356
2801,OIII,THR,TEHRAN-MEHRABAD,35.689167,51.313416
2378,VTPO,THS,SUKHOTHAI,17.237992,99.818183
495,BGTL,THU,THULE,76.531203,-68.703161
3844,FATH,THY,THOHOYANDOU,,
2128,DRRT,THZ,TAHOUA,14.875658,5.265358
1141,LATI,TIA,TIRANA MOTHER TERESA,41.414742,19.720561
3108,SKTB,TIB,TIBU,,
1576,DAOB,TID,TIARET,35.341136,1.463147
673,HATP,TIE,TEPI,7.117,35.383
1099,OETF,TIF,TAIF,21.483418,40.544334
1041,NTGC,TIH,TIKEHAU,-15.119617,-148.230697
3239,MMTJ,TIJ,TIJUANA,32.541064,-116.970158
4059,WABP,TIM,MOSES KILANGIN,-4.528275,136.887375
1578,DAOF,TIN,TINDOUF,27.700372,-8.167103
953,HLLT,TIP,TRIPOLI INTL,32.663544,13.159011
2830,PGWT,TIQ,TINIAN INTL,14.999203,145.61935
2629,VOTP,TIR,TIRUPATI,13.632492,79.543256
8,YHID,TIS,HORN ISLAND,-10.5864,142.29
3977,NZTU,TIU,TIMARU,-44.302778,171.225278
3220,LYTV,TIV,TIVAT,42.404664,18.723286
2730,SLTJ,TJA,TARIJA-CAPITAN ORIEL LEA PLAZA,-21.555736,-64.701325
4001,RJBT,TJH,TAJIMA,35.512778,134.786944
3507,LTAW,TJK,TOKAT,40.306281,36.371089
406,USTR,TJM,TYUMEN ROSCHINO,57.189567,65.3243
3209,WIOD,TJQ,TANJUNG PANDAN,-2.745722,107.754917
2064,UTDK,TJU,KULYAB,37.981667,69.799444
1382,PATK,TKA,TALKEETNA,62.3205,-150.093694
1196,FKKC,TKC,TIKO,4.089192,9.360528
1777,DGTK,TKD,TAKORADI,4.896056,-1.774756
890,WICT,TKG,BANDAR LAMPUNG BRANTI,-5.242339,105.178939
2646,VTPI,TKH,TAKHLI,15.277306,100.295861
2464,FTKK,TKK,CHUUK INTERNATIONAL,,
2890,PTKK,TKK,CHUUK INTERNATIONAL,7.461869,151.843006
3548,MGTK,TKM,FLORES / TIKAL,16.913819,-89.866383
2442,RJKN,TKN,TOKUNOSHIMA,27.836381,128.881253
3959,NTGT,TKP,TAKAPOTO AERO,-14.709544,-145.245814
688,HTKA,TKQ,"KIGOMA,TAN",-4.883,29.633
3092,RJOS,TKS,TOKUSHIMA,34.132808,134.606639
2379,VTPT,TKT,TAK,,
1846,EFTU,TKU,TURKU,60.514142,22.262808
3242,MMTO,TLC,TOLUCA LIC.ADOLFO LOPEZ MATEOS,19.337072,-99.566008
1241,FMST,TLE,TOLIARA,-23.383369,43.728453
1383,PATL,TLJ,TATALINA LRRS,62.894369,-155.976525
1817,EETN,TLL,TALLINN,59.413317,24.832844
1581,DAON,TLM,TLEMCEN ZENATA,35.016667,-1.45
3624,LFTH,TLN,HYERES LE PALYVESTRE,43.0973,6.14603
786,LFBO,TLS,TOULOUSE BLAGNAC,43.629075,1.363819
2891,PTLT,TLT,TULUKSAK,,
1172,LLBG,TLV,TEL AVIV BEN GURION,32.011389,34.886667
2716,SKTM,TME,TAME,6.451081,-71.760261
415,UTST,TMJ,TERMEZ,37.286667,67.31
1774,DGLE,TML,TAMALE,9.557192,-0.863214
1225,FMMT,TMM,TOAMASINA,-18.109517,49.392536
1845,EFTP,TMP,TAMPERE-PIRKKALA,61.414147,23.604392
1571,DAAT,TMR,TAMANRASSET,22.811461,5.451075
1269,FPST,TMS,SAO TOME,0.378175,6.712153
1894,YSTW,TMW,TAMWORTH,-31.083889,150.846667
1767,DAUT,TMX,TIMIMOUN,29.237119,0.276033
2948,ZSJN,TNA,JINAN / YAOQIANG,36.857214,117.215992
1384,PATN,TNC,TIN CITY LRRS,,
2431,RJFG,TNE,TANEGASHIMA,30.605067,130.991231
867,LFPN,TNF,TOUSSUS-LE-NOBLE,48.751922,2.106189
3410,GMTT,TNG,TANGIER IBN BATOUTA,35.726917,-5.916889
522,CTNI,TNI,WEST TINIAN,,
2608,VIST,TNI,SATNA,24.562319,80.854933
892,WIDN,TNJ,TANJUNG PINANG,0.922683,104.532311
2047,UKLT,TNL,TERNOPIL INTL,49.31,25.42
1746,RCNN,TNN,TAINAN,22.950361,120.205778
1220,FMMI,TNR,ANTANANARIVO-IVATO,-18.79695,47.478806
2138,DTTZ,TOE,TOZEUR NEFTA,33.939722,8.110556
4112,UNTT,TOF,BOGASHEVO,56.380278,85.208333
1381,PATG,TOG,TOGIAK VILLAGE,59.0528,-160.397
763,LETO,TOJ,MADRID TORREJON,40.496747,-3.445872
2530,GATB,TOM,TOMBOUCTOU,16.730458,-3.007583
942,ENTC,TOS,TROMSO,69.683333,18.918919
4113,NWWU,TOU,TOUHO,-20.790028,165.259486
4034,SBTD,TOW,TOLEDO,-24.6863,-53.6975
2938,RJNT,TOY,TOYAMA,36.648333,137.1875
3687,SETR,TPC,TARAPOA,-0.122956,-76.33775
1750,RCTP,TPE,TAIPEI-CH-K-S,25.077731,121.232822
2760,SPST,TPP,TARAPATO,-6.508742,-76.373247
3571,MMEP,TPQ,TEPIC,21.419453,-104.842581
3684,LICT,TPS,TRAPANI,37.911403,12.487961
3993,ORAT,TQD,AL TAQADDUM,33.338053,43.597072
1995,RORT,TRA,TARAMA,24.653889,124.675278
3237,MMTC,TRC,TORREON INTL,25.568278,-103.410583
944,ENVA,TRD,TRONDHEIM VAERNES,63.457556,10.92425
462,EGPU,TRE,TIREE,56.499167,-6.869167
943,ENTO,TRF,TORP SANDEFJORD,59.186703,10.258628
3976,NZTG,TRG,TAURANGA,-37.671944,176.19611
1494,WALR,TRK,TARAKAN,3.326694,117.565569
1519,LIMF,TRN,TORINO CASELLE,45.200761,7.649631
589,YTRE,TRO,TAREE,-31.8886,152.514
1445,VCCT,TRR,TRINCOMALEE,8.538514,81.181853
1535,LIPQ,TRS,RONCHI D LEG.,45.8275,13.472222
2758,SPRU,TRU,TRUJILLO,-8.081411,-79.108761
2631,VOTV,TRV,THIRUVANANTHAPURAM,8.482122,76.920114
1033,NGTA,TRW,BONRIKI INT-TARAWA ISL,1.381636,173.147036
2630,VOTR,TRZ,TIRUCHIRAPPALLI,10.765364,78.709722
1749,RCSS,TSA,TAIPEI-SUNGSHAN,25.069722,121.5525
2498,FYTM,TSB,TSUMEB,-19.1542,17.4357
225,UACC,TSE,ASTANA (FORMERLY AKMOLA),51.022222,71.466944
2012,TSED,TSE,NAZARETH,,
1531,LIPH,TSF,TREVISO SAN ANGELO,45.6484,12.194422
2523,FZUK,TSH,TSHIKAPA,-6.43833,20.7947
2423,RJDT,TSJ,TSUSHIMA,34.284889,129.33055
3241,MMTN,TSL,TAMUIN,22.038292,-98.806503
2344,ZBTJ,TSN,TIANJIN BINHAI,39.124353,117.346183
3487,LRTR,TSR,TIMISOARA,45.809861,21.337861
2654,VTST,TST,TRANG,7.508744,99.616578
3893,YBTL,TSV,TOWNSVILLE,-19.2525,146.765278
3394,GMAT,TTA,TAN-TAN,28.448194,-11.161347
2368,LIET,TTB,TORTOLI,39.918761,9.682981
3364,SCTT,TTC,LAS BREAS-TALTAL,,
1498,WAMT,TTE,BABULLAH,0.831414,127.381486
1160,OOTH,TTH,THUMRAIT,17.666,54.024612
3091,RJOR,TTJ,TOTTORI,35.530069,134.166553
1742,RCFN,TTT,TAITUNG/FENGNIN,22.754986,121.101681
1993,RCQS,TTT,CHIHHONG,22.793117,121.181975
3409,GMTN,TTU,TETOUAN,35.594333,-5.320019
1974,PATW,TTW,CANTWELL,,
3688,SETU,TUA,EL ROSAL TEN CORONEL MANTILLA,0.809506,-77.708056
3192,SANT,TUC,TUCUMAN,-26.840861,-65.104944
3419,GOTT,TUD,TAMBACOUNDA,13.736817,-13.653122
861,LFOT,TUF,TOURS VAL DE LOIRE,47.432222,0.727606
3163,RPUT,TUG,TUGUEGARAO,17.638311,121.730614
1100,OETR,TUI,TURAIF,31.692683,38.7312
664,HAMJ,TUJ,TUM/MAJI,,
2935,OPTU,TUK,TURBAT,25.986369,63.030167
2333,YTMU,TUM,TUMUT,,
2133,DTTA,TUN,TUNIS,36.851033,10.227217
3965,NZAP,TUO,TAUPO,-38.739723,176.084444
3332,SBTU,TUR,TUCURUI,-3.786008,-49.720267
1098,OETB,TUU,TABUK,28.365417,36.618889
2448,CBX7,TUX,TUMBLER RIDGE,,
1223,FMMR,TVA,MORAFENOBE,-17.85,44.917
3922,VYDW,TVY,DAWEI,14.103886,98.203636
590,YTWB,TWB,TOOWOOMBA,-27.542778,151.916389
1518,WBKW,TWU,TAWAU,4.313369,118.121953
1745,RCLG,TXG,TAICHUNG,24.1863,120.654
2164,EDDT,TXL,BERLIN TEGEL,52.559686,13.287711
1786,DITB,TXU,TABOU,,
2332,YTIB,TYB,TIBOOBURRA,,
616,ESST,TYF,FRYKLANDA,60.157622,12.991269
2331,YTHY,TYG,THYLUNGRA,,
2764,SPYL,TYL,TALARA MONTES,-4.576639,-81.254139
1016,MYES,TYM,SATANIEL CAY AIRPORT,24.169083,-76.439056
2345,ZBYN,TYN,TAIYUAN-WUSU,37.746897,112.628428
3470,LQTZ,TZL,TUZLA,44.458656,18.724783
3525,LTCG,TZX,TRABZON,40.995108,39.789728
705,LTAG,UAB,INCIRLIK AB,37.0021,35.425894
486,BGBW,UAK,NARSARSUAQ,61.160517,-45.425978
1256,FNUA,UAL,LUAU,,
2828,PGUA,UAM,ANDERSEN AFB,13.583953,144.930025
3193,SANU,UAQ,SAN JUAN,-31.571472,-68.418194
231,UARR,UAR,URALSK,51.150833,51.543056
332,HKSB,UAS,SAMBURU SOUTH,0.530583,37.5342
3338,SBUR,UBA,UBERABA,-19.765,-47.964778
2230,YMAA,UBB,MABUIAG ISLAND,-9.95,142.183
2422,RJDC,UBJ,YAMAGUCHI UBE,33.93,131.278611
2659,VTUU,UBP,UBON RATCHATHANI,15.251278,104.870231
3731,YKAL,UBU,KALUMBURU,,
1386,PAUB,UBW,UGNU-KUPARUK,,
1967,PAKU,UBW,UGNU-KUPARUK,70.330833,-149.5975
353,4R7,UCE,EUNICE,,
4114,UUYH,UCT,UKHTA,,
591,YUDA,UDA,UNDARA,,
3707,LDZU,UDB,UDBINA,44.55761,15.774361
1304,EHVK,UDE,UDEN-VOLKEL,51.656389,5.708611
3336,SBUL,UDI,UBERLANDIA,-18.882844,-48.225594
265,UKLU,UDL,UZHGOROD,48.634278,22.263356
1529,LIPD,UDN,UDINE-CAMPOFORMIDO,,
1441,VAUD,UDR,UDAIPUR,24.617697,73.8961
2297,YQNS,UEE,QUEENSTOWN,,
2459,FQQL,UEL,QUELIMANE,-17.8555,36.869106
3132,ROKJ,UEO,KUMEJIMA,26.363506,126.713806
2926,OPQT,UET,QUETTA,30.251369,66.937764
1417,UWUU,UFA,UFA,54.557511,55.874417
412,UTNU,UGC,URGENCH,41.5843,60.6417
1167,LKKU,UHE,KUNOVICE,49.029444,17.439722
2718,SKUI,UIB,QUIBDO-CARANO,5.690758,-76.641181
2396,VVPC,UIH,PHU CAT,13.954986,109.042267
3376,SEQU,UIO,QUITO,-0.141144,-78.488214
3609,LFRQ,UIP,QUIMPER,47.974981,-4.167786
2296,YQDI,UIR,QUIRINDI,,
1757,RJBE,UKB,KOBE,34.632778,135.223889
2018,UASK,UKK,KAMENOGORSK,50.0366,82.4942
35,OYAM,UKR,MUKEIRAS,,
2038,UKFB,UKS,SEVASTOPOL',44.691431,33.57567
2556,SAWJ,ULA,SAN JULIAN-CAP JOSE D VASQUEZ,-49.306775,-67.802589
3363,SCTI,ULC,SANTIAGO LOS CERRILLOS,,
3846,FAUL,ULD,ULUNDI,-28.320586,31.416519
218,TT02,ULI,ULITHI,,
2359,ZMUB,ULN,ULAANBAATAR,47.843056,106.766639
4069,YQLP,ULP,QUILPIE,-26.6122,144.253
2719,SKUL,ULQ,TULUA,4.088358,-76.235133
1138,HUGU,ULU,GULU,2.805556,32.271792
1414,UWLW,ULY,ULYANOVSK/VOSTOCHNY,54.401,48.8027
497,BGUQ,UMD,UUMMANNAQ QAARSUT,70.7342,-52.6962
3765,ESNU,UME,UMEA,63.791828,20.282758
31,YPWR,UMR,WOOMERA,-31.144167,136.816944
1387,PAUM,UMT,UMIAT,,
2771,SSUM,UMU,UMUARMA,-23.798611,-53.313611
2041,UKHS,UMY,SUMY,,
365,AYKI,UNG,KIUNGA,-6.12571,141.282
1388,PAUN,UNK,UNALAKLEET,63.888333,-160.798889
2652,VTSR,UNN,RANONG,9.777622,98.585483
463,EGPW,UNT,UNST,60.7472,-0.85385
2676,WAAA,UPG,UJUNG PANDANG,-5.061631,119.554042
3538,MMPN,UPN,URUAPAN,19.396692,-102.039056
1864,EGDJ,UPV,UPAVON,,
3337,SBUP,URB,URUBUPUNGA,-20.777067,-51.564761
2961,ZWWW,URC,URUMQI DIWOPU,43.907106,87.474244
1816,EEKE,URE,KURESSAARE,58.229883,22.509494
3335,SBUG,URG,URUGUAIANA-RUBEM BERTA,-29.782178,-57.038189
4115,USHU,URJ,URAY,60.1,64.83
859,LFOP,URO,VALLEE DE SEINE,49.384172,1.1748
2072,UUOK,URS,KURSK,51.7506,36.2956
2648,VTSB,URT,SURAT THANI,9.1325,99.135556
1083,OEGT,URY,GURIAT,31.411942,37.279469
2542,SAWH,USH,USHUAIA,-54.843278,-68.29575
4116,UUYS,USK,USINSK,,
2384,VTSM,USM,SAMUI,9.547794,100.062272
3119,RKPU,USN,ULSAN,35.593494,129.351722
708,LTBO,USQ,USAK,38.681478,29.471675
2478,FVGR,UTA,MUTARE GRAND REEF,,
2258,YMTB,UTB,MUTTABURRA,,
1301,EHSB,UTC,UTRECHT-SOESTERBERG,52.1273,5.27619
2655,VTUD,UTH,UDON THANI,17.386436,102.788247
1847,EFUT,UTI,UTTI,60.896394,26.938353
3847,FAUP,UTN,UPINGTON,-28.399097,21.260239
88,PAIM,UTO,INDIAN MOUNTAIN LRRS,65.992794,-153.704289
1389,PAUT,UTO,INDIAN MOUNTAIN LRRS,,
2639,VTBU,UTP,RAYONG/U-TAPHAO INTL,12.679944,101.005028
3848,FAUT,UTT,UMTATA,-31.547903,28.674289
3839,FAQT,UTW,QUEENSTOWN,-31.920197,26.882206
2548,UWKB,UUA,BUGULMA,54.64,52.8017
2032,UIUU,UUD,ULAN-UDE,51.807764,107.437644
1975,PAUO,UUO,WILLOW,,
250,UHSS,UUS,YUZHNO-SAKHALINSK,46.888672,142.717531
1053,NWWV,UVE,OUVEA,-20.640556,166.572778
211,TLPL,UVF,HEWANORRA,13.733194,-60.952597
679,HENV,UVL,NEW VALLEY,,
936,HEKG,UVL,EL KHARGA,,
1116,HSNL,UYL,NYALA,,
687,HSNN,UYL,NYALA,12.0535,24.9562
3207,SATU,UZU,CURUZU CUATIA,-29.770555,-57.978889
1848,EFVA,VAA,VAASA,63.05065,21.762175
830,LFLU,VAF,VALENCE CHABEUIL,44.921594,4.9699
3339,SBVG,VAG,VARGINHA-M B TROMPOWSKY,-21.590067,-45.473342
4078,AYVN,VAI,VANIMO,-2.69717,141.302
1406,PVAK,VAK,CHEVAK,,
1901,PAVA,VAK,CHEVAK,61.5338,-165.584
3527,LTCI,VAN,VAN FERIT MELEN,38.468219,43.3323
1101,LBWN,VAR,VARNA,43.232072,27.825106
3504,LTAR,VAS,SIVAS,39.813828,36.903497
3956,NFTV,VAV,VAVA'U,-18.585336,-173.961717
1379,ENSS,VAW,VARDO SVARTNES,70.355392,31.044889
1534,LIPO,VBS,MONTICHIARI BRESCIA,45.428889,10.330556
3783,ESSV,VBY,VISBY,57.662797,18.346211
2393,VVCT,VCA,CAN THO,10.085119,105.711922
593,YVRD,VCD,VICTORIA RIVER DOWNS,-16.4033,131.002
1541,LIPZ,VCE,VENICE TESSERA,45.505278,12.351944
2390,VVCA,VCL,CHU LAI,15.405944,108.705889
3288,SBKP,VCP,CAMPINAS VIRACOPOS,-23.0075,-47.134444
2392,VVCS,VCS,CONSON,8.731831,106.632589
1178,LLOV,VDA,OVDA,29.94025,34.93585
1350,ENFG,VDB,FAGERNES LEIRIN,61.015556,9.288056
3313,SBQV,VDC,VITORIA DA CONQUISTA,-14.862761,-40.863106
2534,GCHI,VDE,HIERRO,27.814847,-17.887056
2537,SAVV,VDM,VIEDMA-GOBERNADOR CASTELLO,-40.869222,-63.000389
185,SVVP,VDP,VALLE DE LA PASCUA,9.222028,-65.993583
945,ENVD,VDS,VADSO,70.065,29.844
1903,PAVD,VDZ,VALDEZ PIONEER FIELD,61.133949,-146.248342
1407,PVEE,VEE,VENETIE,,
1904,PAVE,VEE,VENETIE,67.008611,-146.366389
285,MMVR,VER,VERACRUZ,19.145931,-96.187267
2402,D60,VEX,TIOGA MUN,,
377,BIVM,VEY,VESTMANNAEYJAR,63.424303,-20.278875
2477,FVFA,VFA,VICTORIA FALLS AP,-18.095881,25.839006
2617,VOBZ,VGA,VIJAYVADA,16.530433,80.796847
767,LEVX,VGO,VIGO,42.2318,-8.626775
1254,FNSA,VHC,SAURIMO,-9.689067,20.431875
3766,ESNV,VHM,VILHELMINA,64.579083,16.833575
831,LFLV,VHY,VICHY CHARMEIL,46.169689,3.403736
1537,LIPT,VIC,VICENZA,45.573411,11.52955
1187,LOWW,VIE,VIENNA SCHWECHAT,48.110278,16.569722
183,SVVG,VIG,EL VIGIA,8.6241,-71.672819
2905,VVVH,VII,VINH,18.737569,105.670764
3403,GMMH,VIL,DAKHLA,23.7183,-15.932
2050,UKWW,VIN,VINNYTSIA/GAVRYSHIVKA,49.2433,28.6063
3850,FAVG,VIR,VIRGINIA/DURBAN,-29.770606,31.058406
766,LEVT,VIT,VITORIA,42.882836,-2.724469
3341,SBVT,VIX,VITORIA-GOIABEIRAS,-20.258056,-40.286389
1548,UUWW,VKO,MOSCOW-VNUKOVO,55.591531,37.261486
4117,UUYW,VKT,VORKUTA,67.4886,63.9931
764,LEVC,VLC,VALENCIA,39.489314,-0.481625
1048,NVVV,VLI,PORT VILA BAUERFIELD,-17.699325,168.319794
765,LEVD,VLL,VALLADOLID,41.706111,-4.851944
182,SVVA,VLN,VALENCIA,10.149733,-67.9284
184,SVVL,VLV,VALERA,9.340797,-70.584089
3613,LFRV,VNE,VANNES MEUCON,47.723303,-2.718561
3804,EYVI,VNO,VILNIUS,54.634133,25.285767
594,YVRS,VNR,VANROOK STATION,,
2597,VIBN,VNS,VARANASI,25.452358,82.859342
4089,EVVA,VNT,VENTSPILS INTL,57.357778,21.544167
2461,FQVL,VNX,VILANCULOS,-22.018431,35.313297
399,URWW,VOG,VOLGOGRAD/GUMARK,48.782528,44.345544
1235,FMNV,VOH,VOHEMAR,-13.375834,50.002777
3635,LGBL,VOL,NEA ANGHIALOS,39.219619,22.794339
1395,UUOO,VOZ,V0RONEZH/CHERTOVITSKOYE,51.814211,39.229589
378,BIVO,VPN,VOPNAFJORDUR,65.7206,-14.8506
2451,FQCH,VPY,CHIMOIO,-19.151267,33.428958
208,TJVQ,VQS,ANTONIO RIVERA RODRIGUEZ,,
2884,PRVQ,VQS,ANTONIO RIVERA RODRIQUEZ,,
999,MUVR,VRA,VARADERO/JUAN G.GOMEZ INTL,23.034445,-81.435278
3164,RPUV,VRC,VIRAC,13.576439,124.205672
1849,EFVR,VRK,VARKAUS,62.171111,27.868611
3944,LPVR,VRL,VILA REAL,41.274334,-7.720472
1539,LIPX,VRN,VERONA VILLAFRANCA,45.395706,10.888533
3849,FAVB,VRU,VRYBURG,-26.982408,24.728756
284,MMVA,VSA,VILLA HERMOSA,17.997,-92.817361
2035,UKCW,VSG,LUHANS'K,48.4174,39.3741
3772,ESOW,VST,STOCKHOLM VASTERAS,59.589444,16.633611
274,UMII,VTB,VITEBSK,55.1265,30.349639
2612,VLVT,VTE,VIENTIANE,17.988322,102.563256
722,MUVT,VTU,TUNAS,20.987642,-76.9358
1471,VEVZ,VTZ,VISHAKHAPATNAM,17.721167,83.224483
2720,SKVP,VUP,VALLEDUPAR-ALFONSO LOPEZ,10.435042,-73.249506
2721,SKVV,VVC,VILLAVICENCO-VANGUARDIA,4.167875,-73.613761
2732,SLVR,VVI,VIRU VIRU INTL,-17.644756,-63.135364
3784,ESSW,VVK,VASTERVIK,,
251,UHWW,VVO,VLADIVOSTOK KNEVICHI,43.398953,132.148017
1570,DAAP,VVZ,ILLIZI,26.723536,8.622653
2453,FQLC,VXC,LICHINGA,-13.273986,35.266262
4093,GVSV,VXE,SAO VICENTE INTL,16.833689,-25.054661
3755,ESMX,VXO,VAXJO(KRONOBERG),56.929144,14.727994
630,FAVY,VYD,VRYHEID,,
1403,OEWD,WAE,WADI EL DAWASIR,20.504275,45.199556
3982,NZWU,WAG,WANGANUI,-39.962222,175.025278
1236,FMNW,WAI,ANTSOHIHY,-14.89875,47.993894
1319,EIWF,WAT,WATERFORD,52.1872,-7.086964
900,YWAV,WAV,WAVE HILL,,
3383,EPWA,WAW,WARSAW-OKECIE,52.16575,20.967122
904,YWCK,WAZ,WARWICK,,
902,YWBS,WBA,WARRABER ISLAND,-10.2083,142.825
1408,PWBB,WBB,STEBBINS,,
1409,PWBQ,WBQ,BEAVER,,
1906,PAWB,WBQ,BEAVER,66.362222,-147.406667
2501,FYWH,WDH,WINDHOEK/HOSEA KUTAKO INT,,
913,YWND,WDI,WONDAI,,
927,ZSWH,WEH,DASHUIPO,37.1871,122.229
2,YBWP,WEI,WEIPA,-12.678611,141.925278
3852,FAWM,WEL,WELKOM,-27.998,26.669586
1861,EGCD,WFD,MANCHESTER WOODFORD,53.338056,-2.148889
2336,YSWG,WGA,WAGGA WAGGA,-35.165278,147.466389
2632,VOWA,WGC,WARRANGAL,,
910,YWLG,WGE,WALGETT,-30.0318,148.1222
907,YWGT,WGT,WANGARATTA,,
1068,NZWK,WHK,WHAKATANE,-37.920556,176.914167
356,5R5,WHT,WHARTON REGL,,
449,EGPC,WIC,WICK,58.458889,-3.093056
3795,ETOU,WIE,WIESBADEN,50.049819,8.325397
330,HKNW,WIL,NAIROBI WILSON,-1.321719,36.814833
915,YWTN,WIN,WINTON,-22.3636,143.086
903,YWCA,WIO,WILCANNIA,,
333,HKWJ,WJR,WAJIR,1.733239,40.091606
4010,RKNW,WJU,WONJU,37.438081,127.960383
3979,NZWF,WKA,WANAKA,-44.722222,169.245556
909,YWKB,WKB,WARRACKNABEAL,,
631,FAWK,WKF,WATERKLOOF AB,-25.83,28.2225
2484,FVWT,WKI,HWANGE TOWN,,
2420,RJCW,WKJ,WAKKANAI,45.404167,141.800833
2483,FVWN,WKM,HWANGE NATIONAL PK,-18.629872,27.021042
1069,NZWN,WLG,WELLINGTON INT,-41.327221,174.805278
144,PASK,WLK,SELAWIK,66.6,-159.985833
914,YWTL,WLO,WATERLOO,,
1035,NLWW,WLS,WALLIS HIHIFO,-13.238281,-176.199228
901,YWBL,WMB,WARRNAMBOOL,,
4067,YMNE,WME,MT. KEITH,-27.286389,120.554722
1233,FMNR,WMN,MAROANTSETRA,-15.436666,49.688332
1410,PWMO,WMO,WHITE MOUNTAIN,,
1976,PAWM,WMO,WHITE MOUNTAIN,64.689167,-163.412778
1411,PWNA,WNA,NAPAKIAK,,
1969,PANA,WNA,NAPAKIAK,,
512,CKL3,WNN,WUNNUMMIN LAKE,52.8939,-89.2892
3161,RPUN,WNP,NAGA,13.584886,123.270239
905,YWDH,WNR,WINDORAH,-25.4131,142.667
2921,OPNH,WNS,NAWABSHAH,26.219442,68.390053
1305,EHWO,WOE,WOENSDRECHT,51.449092,4.342031
2339,YWOL,WOL,WOLLONGONG,-34.5611,150.789
906,YWDL,WON,WONDOOLA,,
3344,SCAS,WPA,PUERTO AYSEN,,
2418,CZPC,WPC,PINCHER CREEK,,
912,YWMP,WPK,WROTHAM PARK,,
4036,SCFM,WPR,CAPITAN FUENTES MARTINEZ,-53.2537,-70.319228
3354,SCGZ,WPU,PUERTO WILLIAMS-GUARDIAMARINA,-54.931072,-67.626261
3980,NZWR,WRE,WHANGAREI,-35.768333,174.365
1908,PAWG,WRG,WRANGELL,56.4843,-132.37
3384,EPWR,WRO,WROCLAW STRACHOWICE,51.102683,16.885836
1874,EGEW,WRY,WESTRAY,59.3503,-2.95
1412,PWSM,WSM,WISEMAN,,
1413,PWSN,WSN,SOUTH NAKNEK NR2 AIRPORT,,
1985,PFWS,WSN,SOUTH NAKNEK NR2,58.702222,-157.0025
3981,NZWS,WSZ,WESTPORT,-41.738056,171.580833
1019,MYGW,WTD,WEST END,,
1910,PAWN,WTK,NOATAK,67.5661,-162.975
1912,PAWT,WTK,NOATAK,70.613378,-159.86035
1290,EGXW,WTN,WADDINGTON,53.166167,-0.523811
916,YWUD,WUD,WUDINNA,,
2353,ZHHH,WUH,WUHAN,30.783758,114.2081
911,YWLU,WUN,WILUNA,-26.6292,120.221
1123,HSWW,WUU,WAU,7.725,27.98
2499,FYWB,WVB,WALVIS BAY,-22.9799,14.6453
1238,FMSK,WVK,MANAKARA SOUTH,-22.119722,48.021667
1803,EDWI,WVN,WILHELMSHAVEN,53.504833,8.053333
1911,PAWS,WWA,WASILLA,,
1792,AYWK,WWK,WEWAK,-3.583828,143.669186
917,YWWL,WWY,WEST WYALONG,,
908,YWHA,WYA,WHYALLA,-33.0589,137.514
3389,GFYE,WYE,YENGEMA,8.615308,-11.047192
918,YWYM,WYN,WYNDHAM,,
855,LFOI,XAB,ABBEVILLE,50.143492,1.831892
835,LFMA,XAI,AIX-LES-MILLES,43.505554,5.367778
802,LFEF,XAM,AMBOISE DIERRE,,
2582,SBCH,XAP,CHAPECO,-27.134219,-52.656553
845,LFMS,XAS,ALES DEAUX,44.069656,4.142122
2744,SOOS,XAU,SAUL,3.61361,-53.2042
513,CNE3,XBE,BEARSKIN LAKE,53.9656,-91.0272
808,LFHN,XBF,BELLEGARDE-VOUVRAY,,
2805,OIMB,XBJ,BIRJAND,32.898056,59.266111
860,LFOQ,XBQ,BLOIS LE BREUIL,,
515,CNL3,XBR,BROCKVILLE-THOUSAND ISLANDS RG,,
727,NL3C,XBRC,BROCKVILLE,,
806,LFGF,XBV,BEAUNE CHALLANGES,47.005886,4.893425
872,LFQI,XCB,CAMBRAI EPINOY,50.221814,3.154236
32,YPXM,XCH,CHRISTMAS ISLAND,-10.450556,105.690278
518,CNZ3,XCM,CHATHAM,,
2282,YOLA,XCO,COLAC,,
857,LFOK,XCR,CHALONS VATRY,48.776072,4.184492
877,LFQV,XCZ,CHARLEVILLE-MEZIER,49.783942,4.647078
